32,49,9
46,17,2
60,24,1
49,9,2
45,49,5
45,10,2
49,15,12
18,49,9
0,47,9
31,38,10
54,5,2
42,37,1
19,32,3
1,37,9
27,1,17
46,28,10
10,20,2
52,32,7
40,21,1
29,22,48
40,0,1
62,26,2
33,6,3
17,40,2
62,19,1
23,42,9
55,23,3
38,6,50
9,44,17
10,13,3
65,19,18
37,45,3
3,47,5
35,9,2
57,5,1
14,43,3
60,13,2
57,39,12
23,24,3
32,26,3
46,16,2
46,9,15
17,46,5
46,39,3
8,22,18
16,24,21
2,48,3
37,7,2
21,49,5
55,28,1
69,30,5
34,18,1
49,38,3
58,5,1
14,25,1
7,8,31
57,20,1
17,18,1
20,24,1
60,11,2
54,29,30
20,41,2
36,26,1
42,38,9
33,46,2
23,18,2
1,47,17
3,8,2
53,34,3
62,7,27
55,36,2
59,2,17
25,47,16
16,4,10
10,27,2
61,24,2
29,1,17
42,46,3
47,35,3
56,6,7
35,36,1
52,21,2
69,9,7
35,48,8
48,22,19
24,31,9
7,10,10
55,40,1
64,27,20
12,15,11
6,30,14
58,16,7
65,42,6
9,43,20
9,28,1
54,33,26
11,26,1
24,38,2
18,27,22
48,7,3
61,22,11
36,9,2
29,46,2
49,2,1
40,45,5
44,8,2
48,30,3
29,19,11
38,20,1
13,11,3
39,13,2
31,2,2
63,15,13
43,40,5
48,4,3
22,31,23
26,44,6
45,4,20
57,40,23
2,15,3
23,15,3
36,25,3
65,1,2
30,22,12
2,43,20
30,14,8
3,28,13
61,7,31
45,30,2
58,8,31
67,18,3
26,0,33
66,22,2
10,14,5
34,48,3
68,11,1
64,32,3
8,11,12
63,22,3
47,33,3
20,1,43
66,41,2
42,15,2
39,39,23
10,15,12
44,25,45
66,9,9
50,21,6
42,12,11
62,17,3
42,0,2
11,49,3
0,15,2
31,11,8
69,3,3
1,42,13
53,39,3
21,11,12
20,44,13
36,4,26
20,7,3
28,6,11
66,36,9
34,42,36
27,36,3
14,30,2
29,27,1
36,27,9
65,46,10
42,21,2
69,22,2
28,17,3
22,22,14
31,24,2
41,17,14
26,45,6
19,17,10
60,43,2
34,20,2
16,17,1
7,37,2
43,36,6
57,3,14
48,43,12
66,5,3
26,4,12
14,29,13
66,13,53
39,37,2
66,44,28
8,35,7
48,37,7
68,12,5
54,21,3
35,8,2
3,6,3
58,24,2
24,26,18
60,4,23
6,18,3
53,13,3
42,34,9
2,12,10
12,20,1
42,17,3
0,18,2
0,36,13
59,36,14
57,15,2
16,2,2
54,24,6
43,47,24
8,39,3
33,47,1
60,9,1
21,48,22
35,38,5
15,26,1
56,7,1
19,27,13
15,9,8
69,21,3
66,37,22
53,33,12
11,11,2
45,47,3
16,9,2
50,2,10
55,46,42
17,30,2
26,18,7
30,39,1
66,30,3
13,35,8
66,6,3
24,48,8
63,11,14
30,7,2
26,17,12
54,34,6
46,47,6
12,4,1
63,32,16
15,37,7
47,21,3
61,1,7
51,28,5
23,27,20
31,46,13
8,37,1
9,5,2
13,15,1
64,20,2
0,6,3
7,31,9
32,20,3
48,39,21
37,40,8
32,28,39
16,39,3
32,38,3
0,2,11
31,19,1
10,5,3
19,24,12
69,49,8
20,23,10
9,21,20
33,10,1
28,47,11
60,42,2
38,3,14
8,27,7
46,14,13
30,18,8
2,4,9
19,15,2
19,3,1
29,36,20
65,5,1
56,42,2
68,40,11
30,0,9
42,23,2
7,1,6
14,42,3
22,42,1
56,36,1
48,35,2
26,32,9
9,24,5
18,31,1
55,6,51
11,41,1
67,49,3
32,27,14
30,37,8
47,13,2
61,0,11
2,6,13
45,27,12
66,46,3
