46,40,16
67,39,1
49,37,2
57,25,11
16,20,5
57,19,3
58,48,2
55,7,1
18,30,23
59,25,23
21,42,23
50,32,8
47,25,12
51,24,9
24,46,5
13,27,5
45,31,7
54,49,15
17,11,3
61,1,9
36,16,10
50,37,8
6,4,18
28,25,3
63,23,2
7,49,5
16,9,2
36,13,5
27,43,2
11,12,1
0,49,10
43,35,12
12,34,6
39,32,1
13,9,2
56,9,8
55,37,15
64,30,1
29,45,7
15,24,24
63,38,20
53,26,13
38,6,6
0,40,1
24,34,2
45,8,1
35,22,7
4,45,8
52,26,3
58,0,2
2,37,17
69,18,41
29,48,1
56,36,14
68,5,7
18,40,1
20,2,2
28,35,12
30,32,2
0,15,3
51,22,13
12,36,9
10,14,2
32,46,2
3,12,3
39,49,2
12,22,2
48,19,2
17,43,3
16,16,3
9,44,2
24,33,1
54,30,3
22,8,3
36,43,12
50,36,8
22,23,25
66,20,1
36,24,22
49,40,5
60,41,45
62,28,6
39,20,1
24,14,8
27,16,3
39,15,6
5,12,49
62,42,3
59,13,2
50,27,7
53,16,6
28,11,14
69,33,9
17,5,2
34,2,7
32,6,13
9,22,12
22,24,1
25,43,1
54,36,11
26,22,14
20,25,24
42,39,3
26,44,2
18,0,10
1,23,5
41,37,19
13,22,9
23,33,2
60,46,18
19,27,10
48,10,3
17,20,6
33,44,1
34,37,5
27,21,1
20,17,20
16,26,15
32,28,14
43,17,1
10,45,3
56,49,10
61,26,5
25,27,6
55,21,9
30,13,8
20,19,3
40,8,3
10,9,1
15,6,19
23,8,1
65,42,3
12,42,1
63,47,9
7,36,1
34,16,9
54,29,15
27,49,9
49,36,14
56,47,26
31,20,1
28,18,1
65,23,11
35,0,54
47,31,3
63,26,2
55,35,1
53,47,7
13,29,1
67,2,1
58,5,22
63,43,9
34,25,2
46,33,3
31,19,6
54,17,11
10,48,3
6,37,3
52,25,3
